wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
monolith,9,22,41.3,11.2,55.57524,37.44965,13300000
brick,8,9,68,10.5,55.53316001,37.44743998,12650000
monolith,2,16,119.2,14.6,55.57524,37.44965,16485346
panel,12,14,34.8,10,55.87541001,37.68947003,9500000
monolithBrick,11,22,41,12.8,55.82357,37.44621,19956837
monolith,12,12,81.2,7,55.80508099,37.50061796,67900000
monolith,11,28,53.7,9.7,55.76867005,37.50639974,21318900
monolith,2,25,32.8,8,55.67749,37.76997,9000000
monolith,7,14,68.9,11.5,55.70833733,37.49075309,38999000
monolith,30,35,93.3,8.4,55.85637999,37.48363002,33709462
monolith,23,31,62,23.9,55.75210999,37.76180996,19737120
block,14,16,50.2,12,55.73704,37.70533002,12900000
monolith,2,8,107.4,7.1,55.85407353,37.47212361,37061335
monolith,11,24,39.7,10.7,55.68166001,37.69099998,14500000
monolith,15,16,32,10,55.66667,37.75,13619354
panel,13,17,79,11,55.68710095,37.93649936,15300000
panel,8,9,40.6,7,55.61234,37.53002,11300000
monolith,18,18,103.15,5.6,55.80812998,37.48919996,30487795
monolith,3,15,38.9,10,55.81108448,37.77433773,13331030
monolith,36,43,92.29,28.3,55.8055144,37.57101197,37000000
monolith,1,3,61.7,18,55.49753998,36.92259999,10000000
block,14,14,35,10,55.74578999,37.50671001,14900000
panel,13,14,63,8.5,55.63798559,37.76128725,15700000
panel,7,12,46,7,55.65783001,37.41215996,14100000
monolith,2,14,33,13.7,55.59911,37.35495,7500000
panel,10,16,54,9.1,55.6533,37.46962,19300000
monolith,12,17,32.4,16.2,55.68432,37.44654,11000000
block,5,14,47.3,11,55.63457391,37.60381853,6500000
monolith,33,37,35.6,3.1,55.68136561,37.4591549,16200000
monolith,15,29,40.3,14.3,55.66268798,37.55361171,15096380
monolith,19,22,41,15.8,55.7519914,37.6871014,18500000
block,2,9,35.3,9,55.68863484,37.48595465,16500000
monolith,17,21,40.4,16.9,55.73024999,37.69828997,12999999
panel,10,12,39.8,2.2,55.64409641,37.39975873,9100000
monolith,7,46,60,11,55.64424259,37.5081159,22499000
brick,2,3,65,12,55.59911,37.35495,12900000
brick,3,5,65,9,55.68389313,37.74171626,15000000
panel,9,22,79,10,55.98744,37.16606,18500000
brick,10,14,42,9.5,55.72215998,37.41401002,12300000
monolithBrick,6,47,113,14.9,55.64424259,37.5081159,45697200
monolith,23,25,39.9,6.6,55.78174999,37.71955,14124600
brick,2,5,71.4,8,55.77429734,37.73246334,24000000
panel,10,12,32,8,55.6796663,37.51179196,12000000
monolith,3,50,69.2,24.4,55.7503,37.46887,27188680
block,9,12,35.4,10,55.82353001,37.52874997,10950000
monolithBrick,14,22,120,20,55.75472,37.49196,46500000
panel,10,12,51.9,8.7,55.59567048,37.59472572,13700000
panel,11,22,39.1,10,55.88120999,37.58333997,10999999
brick,1,9,33.1,9,55.99686343,37.21522678,7800000
monolith,16,25,46.8,18.3,55.80993219,37.52470904,24752520
monolith,12,22,74,8,55.78161001,37.47220004,29800000
monolithBrick,4,7,159,13,55.7319427,37.61761512,185000000
monolith,22,33,33,10,55.76037931,37.51910461,18800000
brick,9,9,74.3,8.5,55.72428118,37.41592928,19399000
panel,6,9,58,5.9,55.58086629,37.63853806,15000000
block,13,14,39.2,9.5,55.87376324,37.54664,13850000
panel,11,14,39.3,9,55.62114421,37.75150961,9300000
block,8,9,39,7.5,55.66737,37.50484001,12090000
monolith,14,20,55.7,11.2,55.83955067,37.51632057,20052000
monolith,21,28,63,15.4,55.69967978,37.49347854,35900000
monolith,30,51,119,24.7,55.7590326,37.55900032,89000000
monolith,10,11,117,24,55.74044196,37.50296138,80000000
brick,3,4,31.6,4,55.70974999,37.61231998,9900000
brick,2,9,57.2,6,55.67388838,37.54392829,19000000
monolith,28,50,37.7,7,55.57982001,37.67133998,10600000
monolith,37,37,67,12,55.7807455,37.52573248,24000000
monolith,2,30,146,47,55.72082905,37.61759129,49640000
panel,14,16,64.5,8,55.69052002,37.60052999,20600000
monolithBrick,4,29,70.1,11.8,55.67401321,37.62719269,38800350
monolith,7,19,45.4,12.2,55.67871278,37.68946293,19500000
monolith,8,14,93,15,55.70833733,37.49075309,90750000
monolith,4,23,84.4,12,55.86536,37.68135501,20900000
monolith,15,16,29.4,9,55.57524,37.44965,6800000
monolith,12,51,151,22,55.65583103,37.49706869,57000000
panel,3,9,45.3,6,55.67775002,37.74378996,12500000
monolithBrick,43,45,46.8,6.2,55.64424259,37.5081159,20600000
monolith,16,22,39.3,10,55.81731998,37.69310996,13700000
panel,8,18,86,12,55.51521,37.56872,17900000
panel,19,22,80,10,55.65737998,37.51833998,24600000
monolithBrick,44,52,32.4,9.7,55.64614,37.64972,14995789
monolith,13,25,33.4,16.8,55.97006001,37.16406166,9428820
panel,6,14,36.9,9,55.64938,37.74896,11800000
monolithBrick,9,17,85.4,22.1,55.70393629,37.57228749,64904000
panel,10,12,51.7,9.5,56.00355484,37.21162664,10800000
monolith,9,30,50,9.3,55.75679512,37.51790864,27000000
monolith,21,21,42.4,22.3,55.69489096,37.45746756,18422630
monolith,20,24,40.2,3.5,55.71662,37.67263,11500000
monolith,3,50,49.2,17.8,55.7503,37.46887,23025600
monolith,5,28,41,17,55.69967978,37.49347854,29950000
monolith,2,10,60.61,6.9,55.57524,37.44965,12064223
block,6,12,37.4,6.4,55.44895535,37.24861998,11600000
panel,2,12,42.4,8,55.86903774,37.44488158,14900000
monolith,14,33,57.7,20,55.841679,37.49450138,21000000
monolith,3,17,41.9,16.3,55.61667,37.6,17000000
brick,1,5,68,7.2,55.81303,37.64817,19500000
monolith,4,58,41,10,55.80928657,37.5778365,19500000
monolith,6,14,53,9,55.53088998,37.50312004,14350000
panel,4,9,44.5,6,55.59450978,37.60921855,11900000
monolithBrick,12,13,47,8.5,55.57524,37.44965,14911000
monolith,2,27,55.8,18,55.61832806,37.71855758,20000000
monolith,15,15,48.4,10.6,55.57524,37.44965,12168292
panel,13,18,85.5,18.6,55.57166,37.47511501,17900000
monolith,11,12,32.7,10,55.59911,37.35495,11000000
brick,16,25,35,8,55.56936498,37.48257995,11800000
monolith,13,18,38,10.9,55.57524,37.44965,10876007
monolith,2,32,38.2,19,55.83942321,37.48720813,16513401
brick,4,8,43.5,7,55.69322255,37.53610569,16500000
brick,7,9,45.1,6.6,55.85832907,37.66697857,14500000
monolith,5,26,41.4,18,55.66667,37.75,19888560
panel,13,16,37,10,55.71780999,37.42284002,11200000
monolithBrick,8,58,35.8,18.8,55.65699847,37.52744337,15500000
monolithBrick,25,29,78.1,12.2,55.88706,37.57908,63870805
panel,2,17,37.7,8,55.84898,37.6441,12900000
brick,2,5,41,6.7,55.76328998,37.79452998,10500000
monolith,10,17,106,32,55.74943047,37.70141381,48000000
panel,4,14,38.4,8,55.87544497,37.55769927,10700000
monolith,9,31,34.5,15.1,55.75210999,37.76180996,12227623
brick,2,5,58,8,55.80242345,37.48593693,18560000
monolith,13,25,88.4,15,55.71471324,37.47422664,88000000
monolith,2,7,43.65,6,55.57524,37.44965,9426413
brick,5,5,78.4,8.4,55.77245002,37.52634998,21900000
brick,4,16,32,9.5,55.59911,37.35495,8300000
brick,3,22,79,10,55.70669001,37.91853999,14000000
panel,14,14,36.4,18.2,55.81237001,37.59531,16478243
monolith,4,7,43.1,13.6,55.7519914,37.6871014,17700000
brick,1,5,29.8,4,55.80193999,37.78270999,8390000
monolith,5,22,51.2,16,55.67310678,37.6162104,21500000
monolith,10,33,33.9,15.6,55.68054501,37.45395498,13500000
monolith,9,9,39.8,16.4,55.57524,37.44965,9852937
brick,8,19,45,10,55.56975,37.49129001,11500000
panel,5,14,23.2,7,55.93694541,37.36975052,8700000
block,1,14,47.2,8.9,55.85193515,37.65745658,10000000
monolithBrick,18,57,116,15,55.79850001,37.52066001,75000000
brick,1,5,68,7,55.68939956,37.56569792,24200000
monolithBrick,6,22,63.7,19.1,55.69730154,37.63874324,33882412
monolith,14,23,51,10,55.71650002,37.47493002,33500000
panel,4,14,85.4,14.5,55.99606,37.23069,33500000
monolith,11,20,42.21,15.6,55.72891,37.62018,24590000
monolith,4,23,49.8,9.7,55.85305375,37.60621196,12511579
monolith,19,21,51,16.7,55.66867785,37.43923121,18201900
monolith,21,40,144,23,55.70857178,37.5029491,76500000
monolith,20,36,123,20,55.78589023,37.56874649,58700000
monolithBrick,13,14,40,12.8,55.57524,37.44965,13080000
brick,10,17,41.2,20,55.69705481,37.54106252,20880000
monolith,4,34,84,8,55.80729949,37.5437729,32900000
panel,6,14,68.2,13.4,55.93694541,37.36975052,15430250
block,1,9,31.7,5,55.68100999,37.54594997,11900000
panel,9,14,81,8.5,55.86070999,37.69394002,19900000
block,11,12,45,5.8,55.82018001,37.79728997,13000000
panel,17,17,38,9,55.61853638,37.7435989,10900000
monolith,2,20,77.82,16.5,55.70347,37.63744,33790000
monolithBrick,27,29,38,13.5,55.843122,37.6365065,24000000
panel,4,18,38,7.5,55.65417998,37.76380997,9500000
monolith,2,3,45,12.2,55.48761,37.27764,7300000
monolith,6,25,51.3,15,55.84503001,37.63916001,31200000
monolithBrick,16,28,69,20.7,55.61667,37.6,28825923
monolith,9,14,36.3,11.4,55.57524,37.44965,12223753
panel,7,12,52.4,9,55.77608001,37.83224,12000000
monolith,13,28,82,18.4,55.76867005,37.50639974,32636000
monolith,4,19,46.7,16.2,55.73342,37.62903,18600000
monolith,3,18,37.7,11.4,55.66667,37.75,15180044
monolith,10,17,97.7,27.7,55.57524,37.44965,22883149
brick,2,18,118,12,55.82519,37.56139003,42700000
panel,6,19,72.8,8.2,55.94899503,37.34740894,12250000
brick,4,5,55,8,55.78678999,37.60079,22500000
monolithBrick,26,30,41.8,7.5,55.69770499,37.83472937,14203640
monolith,12,22,46,10.7,55.77086001,37.51797001,13200000
monolithBrick,9,21,200,20,55.72478,37.44673003,70000000
panel,2,5,53,9,55.68472241,37.53920615,21500000
monolith,8,9,32.93,5.1,55.60171,37.16399,7999879
brick,5,5,77,18,55.78442001,37.73575004,23000000
brick,2,8,75,9.2,55.68087594,37.53182776,25500000
panel,1,5,45.2,5,55.78432966,37.44820839,12100000
brick,2,5,31,6,55.67408291,37.5935311,9980000
panel,3,17,59.3,12.9,55.69945001,37.91690996,13000000
monolith,35,41,101.9,10,55.73196082,37.53921435,65000000
monolith,10,33,35.5,14.3,55.69113998,37.46785997,14583968
monolith,7,49,76.3,11,55.88706,37.57908,34000000
monolith,29,45,80.7,16.7,55.76429393,37.5093029,40900000
panel,2,12,64.8,6.5,55.62177954,37.7353499,15500000
brick,2,5,35,7,55.69436999,37.58057,11500000
monolith,3,16,36.2,14.7,55.61506662,37.71487031,13290000
monolithBrick,6,13,70,19,55.77465002,37.60108001,86000000
brick,3,3,35.4,10.6,55.48839742,36.91566489,5045000
panel,16,19,37.4,9,55.70255999,37.93329004,10950000
monolithBrick,15,21,35.6,10,55.7833045,37.51078691,15000000
panel,6,12,72.4,8,55.82312872,37.80583354,5000000
panel,3,12,39,9,55.87385001,37.66764004,12800000
block,2,18,39.5,10,55.86366499,37.53979502,12500000
brick,8,8,39.5,14.1,55.7719016,37.63710312,21000000
panel,2,9,32.5,7,55.88163001,37.53822999,9700000
monolith,11,25,20.6,7,55.65125998,37.48284003,8990000
monolith,12,12,35.9,15.4,55.57524,37.44965,12130484
block,7,12,45,5,55.74852,37.76554,13000000
monolith,8,13,46,6,55.69839743,37.63512133,20000000
brick,1,6,51,20,55.76879002,37.63824001,26500000
panel,3,5,30.3,5.3,55.70994998,37.73264999,9900000
panel,7,14,37.8,7.5,55.70974999,37.89611999,9900000
monolith,16,19,74.2,15.3,55.64192001,37.39562199,22390000
panel,12,22,59.7,11.7,55.66933046,37.53087501,22700000
monolith,14,15,36.3,6.2,55.82453503,37.64500369,14990000
monolith,15,32,51.2,18.1,55.85039,37.36424,14400000
brick,7,8,72,7.1,55.81104001,37.63177002,27500000
monolithBrick,4,17,34.74,10.8,55.87105,37.51282,8799000
brick,4,5,34.3,7.7,55.66069385,37.63388872,10890000
panel,8,14,52,10,55.87376324,37.54664,16500000
brick,2,9,60,8,55.73821774,37.64764571,39000000
panel,4,12,65,7,55.60297201,37.71433777,16700000
panel,4,17,35.7,9.1,55.64409641,37.39975873,10700000
monolith,3,54,54,12,55.82357,37.44621,17900000
panel,10,12,65.9,11.9,55.77685999,37.68669001,22000000
monolith,18,19,39.9,12.5,55.57524,37.44965,11554993
brick,1,5,30.9,6,55.82616,37.43003001,10500000
brick,4,5,43,5,55.7126,37.51206001,14500000
monolithBrick,8,10,45.7,8,55.64897635,37.63817685,18406375
panel,4,19,51,10,55.73465743,37.47442203,19500000
brick,2,5,65,7.5,55.79785432,37.48511877,22890000
brick,10,12,46.2,6.7,55.88386117,37.49272801,12000000
panel,5,17,75,10.3,55.64711999,37.40597001,16700000
monolith,13,21,38,13,55.88159242,37.68430407,11500000
panel,31,53,96,26,55.7589944,37.52258375,38000000
monolith,18,18,49.3,12.8,55.57524,37.44965,14366163
panel,5,12,41.7,8.5,55.77506002,37.82564,9000000
monolith,9,21,36,9.9,54.02905828,38.23267699,11000000
block,3,12,65,9.5,55.79320649,37.45430992,17500000
panel,13,17,80,12,55.72392999,37.78516999,23000000
monolith,2,18,22.3,6.4,55.57524,37.44965,7644804
monolith,2,5,35.6,6.1,55.79446002,37.62320002,14200000
block,7,16,37.6,9.8,55.61974,37.58332999,11000000
panel,1,9,33,6.1,55.81626998,37.82715,8500000
panel,7,14,40,6,55.76697002,37.8328828,10800000
monolith,7,11,62.6,15,55.92049999,37.54130003,18999999
monolithBrick,6,10,40.39,4.1,55.57524,37.44965,7000000
panel,12,13,65.6,6.6,55.58502035,37.67856962,14000000
panel,5,17,53,9,55.97243023,37.16393997,13900000
monolith,5,20,61.1,15,55.70277184,37.63335336,22300000
monolith,4,6,41.8,13.5,55.77202331,37.46487428,23240800
monolith,20,42,70.6,10,55.66667,37.5,33500000
monolith,16,21,48.9,10.7,55.57524,37.44965,13279955
brick,2,5,72,10,55.70194897,37.74053397,19000000
panel,14,26,36.7,7,55.86129639,37.36668932,10800000
panel,1,17,38,8,55.66268798,37.55361171,13800000
monolith,18,29,56.8,12.2,55.70348399,37.45754091,20500000
brick,1,5,43,6,55.73252002,37.70822999,17500000
monolith,8,12,77.3,16,55.77096001,37.59140001,40877000
block,11,14,38.9,9.6,55.87938001,37.54971999,9750000
monolith,21,29,123.3,10,55.72741704,37.4513701,42353550
monolithBrick,15,23,91.5,17.2,55.75679512,37.51790864,48728325
monolith,2,9,33,7,55.64635717,37.54286701,11500000
panel,7,17,41.3,6,55.84187949,37.43890712,12700000
panel,5,12,52.1,9,55.69770499,37.83472937,12500000
block,10,12,40,6.3,55.72921,37.76586999,10900000
monolith,9,21,87,10,55.75599362,37.50587366,39500000
brick,1,5,30.1,5.3,55.7807455,37.52573248,11800000
monolith,3,14,18.1,5,55.80427074,37.51636085,9800000
brick,3,6,71,9,55.74757002,37.59754998,45500000
panel,9,35,58.3,21.4,55.75696,37.61502,15600000
monolith,14,33,103.1,17.3,55.74943,37.62371,63396190
brick,3,5,30.7,5.3,55.79860001,37.58283001,12200000
monolith,15,27,34.7,8,55.56621673,37.48456882,10050000
panel,7,14,34.4,10.9,55.93694541,37.36975052,9100000
monolithBrick,16,24,35.8,13.6,55.57524,37.44965,10000000
monolith,9,20,37.5,12.9,55.6999473,37.63907606,22000000
monolith,7,22,38.6,14.8,55.75139303,37.7045542,18500000
brick,9,9,68,15,55.77148637,37.59916239,32000000
monolith,5,20,93.3,10,55.68136561,37.4591549,45900000
monolith,12,17,41.61,17.6,55.82357,37.44621,18500000
monolithBrick,20,46,99.6,6.8,55.74013683,37.52180662,80822460
monolithBrick,15,26,53.9,10.7,55.77438,37.47205,31946530
monolith,7,12,33.42,10.6,55.57524,37.44965,8339442
monolith,2,25,35.3,17,55.97006001,37.16406166,10822980
panel,7,9,61,6.5,55.86406,37.6826,15500000
monolith,7,13,50.8,24.1,55.83333,37.41667,30000000
monolith,2,12,60.6,13.5,55.66667,37.5,28907412
monolith,27,33,39.6,21,55.73679502,37.39319503,19137294
panel,7,9,33.7,6.5,55.60964002,37.54154998,10450000
monolith,15,22,37.88,4,55.57524,37.44965,9896727
brick,3,5,30.2,6,55.86064502,37.51404003,9800000
panel,9,9,58,6.1,55.87045002,37.67493003,14900000
monolith,3,3,160,10,55.74192566,37.62277265,195000000
panel,6,17,38.7,8.5,55.71099845,37.79561406,10950000
monolith,7,35,37.8,7.8,55.82453503,37.64500369,10470600
monolith,14,22,36.7,11,55.57524,37.44965,9468600
panel,3,8,36.8,17,55.69694738,37.63378209,23000000
brick,14,14,77.9,13.3,55.68792547,37.52695424,35000000
panel,10,17,74.3,12.9,55.80610447,37.64508214,31500000
panel,13,24,61.2,11.4,55.72169001,37.90782004,13750000
brick,10,22,107,13.8,55.70969002,37.59185003,56900000
monolith,12,16,34.4,11.9,55.57524,37.44965,10618214
brick,3,5,42.3,6,55.59957,37.16145003,8000000
monolith,20,21,37.7,17.8,55.75575,37.65830997,33930000
panel,2,17,51,9,55.67900001,37.71725998,14000000
block,8,9,32.3,6,55.64499679,37.6008203,10300000
panel,6,12,44,6.7,55.89218999,37.59743003,11900000
brick,2,17,61.6,13,55.56975,37.49129001,14700000
panel,3,5,30.5,6,55.77065998,37.48416001,11600000
monolith,2,13,72.4,7.6,55.57524,37.44965,18900000
monolith,4,33,42.9,15,55.80364,37.63022004,23900000
block,2,8,30,4.8,55.81256141,37.62651587,11599999
panel,3,9,32.5,6.7,55.75678001,37.55738004,14500000
block,12,12,64.4,12,55.69770499,37.83472937,15500000
monolith,18,25,98,11.4,55.71471324,37.47422664,66500000
monolith,6,15,45.7,21.4,55.78176,37.56998,29490000
brick,5,16,37.2,8.5,55.87975039,37.49188588,10100000
panel,5,12,65,9,55.86197,37.60443998,6400000
monolith,3,20,55,15,55.78977998,37.47306002,30000000
monolith,9,10,45,6,55.67841001,37.45278998,14599000
brick,7,16,72,10,55.71904397,37.82148234,22000000
monolith,11,24,49,17.2,55.86049998,37.64816997,17885539
monolith,17,17,74,10,55.53613001,37.57865004,15500000
monolith,7,16,120.08,16.3,55.61667,37.6,53307045
monolith,25,25,35.2,17,55.97006001,37.16406166,9845440
panel,3,9,32,6,55.81931001,37.71193999,10000000
monolith,2,10,63.4,16.5,55.57524,37.44965,15204395
brick,16,16,70,15.6,55.56975,37.49129001,16300000
block,1,9,64,7,55.6976,37.49385997,19090000
brick,3,5,34,7.5,55.70618999,37.68474004,11000000
panel,6,9,58.1,5.9,55.85066998,37.43959997,17600000
panel,11,12,46,9,55.84083998,37.45731001,9800000
monolith,11,32,60.7,21.9,55.75472,37.49196,23419516
panel,9,9,34.9,6,55.73730001,37.82049997,9300000
monolith,22,22,55.7,17.4,55.77638506,37.64642586,39500000
panel,12,16,65.4,8,55.74595,37.76057003,17300000
monolith,5,12,140,18,55.72606,37.57207997,207450000
monolithBrick,3,26,49.5,9.5,55.82570563,37.74767423,10400000
monolith,9,18,66.6,12.2,55.8025865,37.79646506,28000000
brick,8,17,43.4,11.7,55.56705999,37.47077998,11000000
monolith,16,21,45,14,55.80761,37.64361,22500000
monolith,7,17,96,21.7,55.77523993,37.69109065,38367014
monolith,11,14,69,18,55.70833733,37.49075309,55000000
panel,2,14,71.4,11,55.67572581,37.94538575,14000000
panel,3,16,38,10,55.81471504,37.58210305,12700000
monolith,2,9,103.8,13.7,55.57524,37.44965,16174290
monolith,4,16,47.9,19.9,55.7503,37.46887,26885568
monolith,6,22,72,11.4,55.80797,37.45814,17729395
block,2,9,32,6,55.71355998,37.64231998,10600000
monolith,20,38,45.61,14.8,55.72577444,37.67060043,16931298
monolith,6,7,46,10,55.7374288,37.68932404,17300000
panel,16,17,39.4,8,55.63969999,37.75612997,10500000
panel,3,9,32,6.6,55.7107143,37.77935728,8300000
monolith,5,37,47.9,23.1,55.73477771,37.70687451,14308531
monolith,19,33,51.7,16.3,55.88393,37.69976,18193230
monolith,4,25,55.1,19.4,55.99432,37.18875,11967720
monolith,4,9,91.7,9.2,55.70791831,37.60501127,29500000
monolith,21,32,76,14,55.78112001,37.4688,39500000
monolith,15,17,33.4,9.4,55.57524,37.44965,11503046
monolith,16,16,51.8,9.3,55.57524,37.44965,14190726
panel,8,9,32.8,6,55.60864001,37.52851,9800000
monolithBrick,7,11,113.7,37.5,55.7503,37.46887,54610110
monolith,8,13,51.2,10.4,55.57524,37.44965,13200794
brick,5,13,44.7,13.2,55.70398745,37.66433257,13800000
brick,2,10,65,10,55.87750826,37.52027112,19300000
panel,7,9,33,7,55.81130505,37.40206832,11300000
brick,1,3,67,13,55.57524,37.44965,15300000
monolith,32,33,107.1,28,55.75696,37.61502,62128710
block,7,12,38,8,55.75678998,37.52329998,17500000
brick,2,5,64,9,55.76156,37.73097001,16900000
block,11,12,39,7,55.79119012,37.72897931,11000000
monolith,18,20,48,19,55.70579272,37.63364171,19500000
monolith,21,36,61.8,12.2,55.85937,37.69444,17613000
brick,2,6,50.3,8,54.01571733,38.27298329,15450000
monolith,7,10,37.5,11.4,55.57524,37.44965,11259367
panel,10,17,76,9,55.67314739,37.45450759,24000000
brick,1,5,75.2,7.4,55.76257314,37.7853813,17300000
monolith,16,23,30.7,9.2,55.68975112,37.7171476,9087078
monolith,13,13,60.7,17.9,55.57524,37.44965,14326718
monolith,20,46,30,8,55.80565825,37.58808958,13000000
brick,8,8,55,6,55.72991002,37.55746998,35300000
panel,5,12,77,13.4,55.87544497,37.55769927,20900000
monolith,4,25,55.1,19.1,55.99432,37.18875,13014620
brick,7,14,93,9.8,55.73306002,37.66017,46000000
panel,1,12,46.1,8,55.87428,37.66562,12300000
monolith,4,15,53.6,16.7,55.57524,37.44965,10972301
monolith,30,34,43.1,16.3,55.65805,37.51908,20873330
monolith,15,19,37,10,55.71196,37.76984,11950000
monolith,3,17,110,15,55.64998595,37.46974812,38700000
monolithBrick,26,58,37.5,11.3,55.65699847,37.52744337,17740237
block,5,14,34.8,10,55.81756884,37.51220806,9500000
monolith,2,4,41.2,11.5,55.48761,37.27764,6800000
monolith,2,24,61.9,12,55.63521999,37.33058996,16800000
monolith,6,20,37.5,5,55.68432,37.44654,19499000
monolith,2,11,59.5,19.7,55.56444002,37.50091996,16990000
panel,5,5,45,6,55.63157605,37.64838538,12500000
brick,2,6,30.9,7,55.79837498,37.81236394,10950000
panel,6,22,56,10,55.70593999,37.39842999,5590000
monolith,9,9,31.2,6,55.65639,37.61765003,10200000
panel,10,16,75,10.3,55.90207981,37.55079271,17999999
monolith,15,22,33,8.5,54.02905828,38.23267699,9750000
brick,9,9,39,9,55.78880001,37.45550002,12500000
monolith,5,15,63.1,18,55.57524,37.44965,17800000
panel,2,10,62,8,55.97243023,37.16393997,2550000
brick,1,5,64.7,7,55.84108438,37.57029975,17500000
monolith,25,28,108.6,33.7,55.75622999,37.51331,42400000
monolith,8,11,44.7,17,55.7590326,37.55900032,22000000
monolith,13,19,41.4,17.6,55.57524,37.44965,10116596
monolith,4,12,57.05,5,55.75696,37.61502,10690000
brick,1,5,100,11,55.80093785,37.57698237,23000000
block,3,12,34.6,9.7,55.99080951,37.21012359,7800000
brick,6,17,146,20,55.76606858,37.55340048,160000000
brick,5,20,33.4,17,55.84350999,37.48059996,17500000
panel,5,9,60.2,6,55.86925002,37.60706997,14300000
monolithBrick,2,20,59.6,18.9,55.77438,37.47205,30351002
panel,10,14,55.8,9,55.980525,37.17076497,12600000
panel,3,14,38.7,9,55.82033998,37.71174,12299000
monolith,16,16,36,10,55.55246886,37.55315115,11000000
panel,6,14,74.5,12.9,55.70912998,37.89132001,20000000
brick,5,6,71.2,12,55.89370703,37.39247171,25870000
panel,4,12,82.6,11,56.00355484,37.21162664,14500000
monolith,14,20,59.14,14.8,55.92480567,37.52886511,16263500
monolith,8,14,26.9,4.3,55.70833733,37.49075309,15900000
monolith,25,41,46,7,55.75679512,37.51790864,32990000
monolith,8,10,57.3,3.7,55.83955067,37.51632057,18046953
monolith,8,18,64,12,55.52367999,37.51440996,14200000
panel,5,9,60,6,55.7972857,37.72304024,22500000
brick,2,10,67,12.8,55.74961,37.58220003,33000000
monolithBrick,3,15,36.3,5,55.57524,37.44965,9053394
monolith,31,47,41,13.2,55.78166255,37.46110397,18113800
monolith,10,33,38.4,3.6,55.88347,37.49582,15000000
monolith,12,37,88,11.2,55.75679512,37.51790864,35990000
panel,10,17,69,13.1,55.72464729,37.77583805,18300000
block,13,14,47,11,55.87751998,37.71778997,13500000
panel,12,14,64.2,11,55.72053,37.41556997,19000000
brick,4,4,90,15,55.70413001,37.61576,35000000
monolith,27,42,106.2,10,55.74429988,37.50724564,48990000
panel,4,12,38.9,9,55.87142001,37.66640002,11500000
panel,2,12,33.3,7,55.596975,37.59668999,10999000
panel,9,17,80,9.5,55.70514881,37.93136544,18500000
monolith,14,17,60,8,55.719575,37.50100998,30200000
panel,3,12,40.3,10,55.66018,37.52673999,13500000
panel,5,16,38.2,9,55.99686343,37.21522678,10000000
monolith,7,15,37,11.4,55.57524,37.44965,9600000
brick,1,5,62.3,8.3,55.67281999,37.59467004,16000000
panel,4,9,51.6,6,55.60181999,37.16498996,8999999
monolith,3,36,37.1,10.7,55.85937,37.69444,10313800
monolith,4,10,90.2,10,55.6276,37.34305997,28750000
panel,19,19,55.1,10,55.70743,37.92867999,10700000
monolith,10,29,49.9,11.3,55.68975112,37.7171476,21300000
block,12,12,36,10,55.76477002,37.83387002,9500000
panel,1,9,33,6.7,55.81626998,37.82715,8600000
block,14,25,64,12,55.84961,37.35257,24900000
monolith,6,15,46.8,20,55.79069998,37.52529001,23900000
block,3,9,37.2,8.2,55.65924382,37.60143395,12100000
brick,3,7,143,20,55.70884998,37.61563997,55300000
monolith,8,9,78.49,12.5,55.57524,37.44965,14911004
panel,7,19,38,8,55.63669998,37.32598998,11950000
brick,8,9,42,5.4,55.70091001,37.73718997,11800000
panel,7,14,75.5,12.9,55.70912998,37.89132001,18000000
panel,10,16,84.7,10.2,55.6533,37.46962,27500000
monolith,6,30,60,10.3,55.61667,37.6,16422000
monolith,24,24,33.5,8.8,55.85608537,37.56117788,18500000
brick,5,8,61.7,7.2,55.70245951,37.74195444,14950000
monolith,29,47,57.6,20.2,55.66667,37.75,18172337
monolithBrick,28,29,97.5,8.7,55.75679512,37.51790864,69108000
panel,10,17,64,12.9,55.70496882,37.93669859,13999999
monolith,2,25,112.5,24.2,55.68975112,37.7171476,50674140
monolith,25,25,95.2,12.5,55.59911,37.35495,19000000
monolith,3,3,133,34.5,55.744792,37.60045299,260032000
monolith,18,20,39.6,13.8,55.77438,37.47205,23000000
monolith,8,25,35.95,10.4,55.82220674,37.59661722,18500000
brick,2,14,44.7,6,55.72215998,37.41401002,13900000
monolith,14,14,54.69,5.1,55.57524,37.44965,12782771
block,10,12,46.2,6,55.81861,37.79711999,11500000
panel,12,25,39.5,9,55.67310678,37.6162104,15770000
panel,14,17,86,6,55.87892921,37.47820011,22800000
monolith,22,24,60,15,55.75679512,37.51790864,28000000
brick,10,17,50.4,13.2,55.60741781,37.6494778,14900000
monolith,17,22,38,10,55.89277002,37.58883003,12000000
monolith,6,33,37.7,6.6,55.81237001,37.59531,14799000
panel,9,14,44,9,55.67746001,37.44763,13970000
panel,15,17,39,7,55.87233855,37.52872328,12000000
monolith,6,10,34.04,10.9,55.57524,37.44965,8165162
monolith,33,36,106.1,19.6,55.65583103,37.49706869,50799000
monolith,5,9,33,6,55.65287002,37.59067003,10700000
block,1,9,32.1,6,55.79520999,37.71591997,10000000
monolithBrick,5,14,41,16,55.77884998,37.72415996,17500000
monolith,5,7,45.6,12,55.79845999,37.60220998,16300000
