wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
monolith,6,16,33.8,10.3,55.59911,37.35495,8974475
brick,1,6,32,6,55.78957001,37.59051999,22000000
brick,2,9,43.6,6,55.88807,37.53047,10000000
panel,1,9,63,6.7,55.88795998,37.67146998,15200000
panel,4,14,75,10,55.50816002,37.56550998,14990000
brick,3,17,43.6,12.5,55.56533001,37.47054,9900000
monolith,6,9,34,6,55.69322255,37.53610569,11600000
panel,10,12,45,5.8,55.87549342,37.49371274,12400000
monolith,6,9,53.88,13.3,55.57524,37.44965,11492993
monolith,10,22,62,14.5,55.85110999,37.68265001,24400000
monolith,12,24,36.02,10.8,55.57524,37.44965,12988394
brick,9,9,30,6,55.70928002,37.61260002,13980000
brick,8,8,60,9,55.68087594,37.53182776,27900000
brick,4,5,65,10,55.70245951,37.74195444,14800000
panel,8,9,34,6,55.61046999,37.61171003,10200000
monolith,7,8,57.3,15,55.79706254,37.76925722,39500000
brick,7,9,42.2,6.2,55.71592,37.73211,11800000
panel,5,16,75.5,10.2,55.66554219,37.64763232,30000000
brick,5,6,112,14.2,55.77861477,37.71475887,36500000
panel,10,14,43.5,9,55.64777998,37.73301997,13199000
monolith,22,52,32.2,8,55.82357,37.44621,13050000
monolith,2,32,127.8,19.3,55.65209501,37.56520501,52294482
brick,4,5,100.4,8.3,55.80034001,37.52381001,29800000
panel,9,9,60,6.1,55.89115998,37.60447997,13200000
block,5,12,39,6,55.85443177,37.41330767,11900000
brick,4,9,32.7,9,55.74568462,37.63897923,19000000
panel,6,25,64,10,55.68745999,37.46427,19200000
brick,10,15,54,7.5,55.79474999,37.58592,20000000
panel,11,17,60.1,13,55.65496,37.61537996,24500000
panel,15,18,39.3,9,55.62458,37.30448997,10899000
monolithBrick,21,30,35.9,10.8,55.64614,37.64972,16685207
monolithBrick,9,15,39.5,10,55.71125001,37.43302998,13850000
monolith,2,18,45.2,16.4,55.83955067,37.51632057,16226800
panel,3,9,33,7,55.71635657,37.45738108,9900000
panel,1,9,62,6,55.88795998,37.67146998,15600000
panel,7,22,76,10,55.87350936,37.59933895,19500000
monolith,9,10,37.4,11.4,55.57524,37.44965,12125211
brick,2,9,36.6,8,55.64893002,37.66115999,11800000
monolith,8,14,95.1,10.4,55.59911,37.35495,16500000
brick,5,6,95,14,55.74800998,37.58758004,64000000
monolith,6,9,35.78,6.4,55.57524,37.44965,8685864
monolithBrick,48,51,46.78,20.5,55.7589944,37.52258375,29284280
block,12,25,56,8.6,55.86937001,37.54984999,17950000
brick,4,6,105.6,18.7,55.75112,37.59688001,120000000
monolith,6,24,44.5,12,55.74929266,37.69173166,15200000
panel,18,61,69.6,12.2,55.75361993,37.57133519,78000000
panel,5,9,160,18,55.74920072,37.60859181,125000000
monolith,2,9,86,8,55.74992001,37.64736002,95700000
brick,4,6,32,6,55.76584998,37.60270996,21000000
panel,9,9,44.8,6.3,55.6328359,37.59497382,12500000
brick,1,15,79.5,9,55.77759644,37.61166779,35000000
panel,2,9,29.5,6.8,55.51658002,37.56823997,6300000
panel,5,5,32,5.2,55.71638001,37.60815003,15900000
brick,2,5,31.6,5.3,55.70636264,37.76077019,10200000
panel,3,5,44.3,6,55.85299001,37.44887002,12900000
panel,6,17,53.4,10,55.85243001,37.43721004,17800000
monolithBrick,28,46,87,4.7,55.74013683,37.52180662,63243624
monolith,31,36,46.7,17,55.75679512,37.51790864,23850000
monolith,15,15,30,9,55.54784034,37.49439915,8750000
monolithBrick,27,32,41.8,12.5,55.88347,37.49582,17054650
brick,8,9,66,15,55.57582,37.47021998,17500000
monolith,23,26,40.9,18.4,55.61667,37.6,19701589
brick,5,9,51,16.2,55.57582,37.47021998,12900000
monolith,10,26,34.26,10.6,55.73436573,37.74049764,13534001
brick,2,8,32,11,55.68586498,37.54050501,15800000
panel,7,9,46,6.3,55.78442998,37.64096999,21649000
monolith,23,33,68.1,6.8,55.81561,37.50132,25922717
brick,3,11,38,7,55.70493464,37.58054995,19500000
monolith,14,16,56.7,12.7,55.57524,37.44965,12513442
monolith,6,28,33,9,55.75472,37.49196,15000000
monolith,14,17,85,10,55.67719015,37.55025292,27000000
monolith,24,33,72.4,26.4,55.78533,37.7346,21086934
block,9,12,39.2,7.3,55.77491499,37.63826499,15300000
panel,8,9,58.3,5.9,55.71887982,37.45653972,17900000
panel,5,17,37.7,8,55.67572581,37.94538575,9600000
monolith,11,24,95,35,55.63948205,37.52418007,47000000
monolith,8,9,34.3,8.8,55.59911,37.35495,9000000
monolith,7,8,38.21,3.6,55.57524,37.44965,9291182
monolith,3,28,41.3,2.7,55.76867005,37.50639974,16875180
brick,1,4,28,7,55.69593054,37.57976873,12500000
brick,5,5,31,6,55.83961999,37.65974998,10000000
panel,16,17,35.7,9.3,55.56158614,37.58659716,10150000
monolithBrick,22,29,78.7,24.3,55.72321554,37.69251967,28633939
brick,9,9,78.8,7,55.69609,37.55815998,31200000
monolith,3,20,39.6,13.5,55.77438,37.47205,25000000
monolith,13,30,41,15,55.72321554,37.69251967,19100000
brick,1,6,70,7,55.742382,37.58610888,30500000
panel,13,13,43,20,55.75010613,37.43185301,24800000
panel,4,12,44.8,6.2,55.64396296,37.49390252,14500000
monolith,15,21,76.6,18,55.69489096,37.45746756,25384627
monolith,3,41,91,15,55.79430001,37.54210997,49800000
monolithBrick,43,45,131.6,6.8,55.72714,37.46578,118927196
panel,14,16,72,9,55.88454637,37.52041778,15200000
panel,3,17,38,8,55.70848001,37.92903002,9000000
panel,11,14,52.2,9,55.57669251,37.64371143,12500000
brick,4,5,250,30,55.76728999,37.63243998,135000000
block,2,5,68.3,16,55.69694738,37.63378209,32900000
brick,14,14,35.1,9,55.80206001,37.51128997,14400000
brick,3,5,110,8.5,55.76720164,37.61156947,65000000
block,8,9,33,6,55.87152998,37.63930996,9300000
block,9,14,35.4,9,55.66480018,37.44027794,11500000
panel,10,15,40.2,11.7,55.93694541,37.36975052,11200000
panel,10,16,54,9.2,55.61343999,37.70419,16300000
brick,2,5,41,6,55.81217001,37.52814002,17480000
monolith,8,30,28.5,10,55.71655693,37.75564927,11700000
panel,10,17,40.7,8.4,55.60541,37.35955003,9350000
panel,5,12,50,9,55.58822002,37.64477001,11200000
brick,7,9,57.6,6.2,55.70531041,37.74694693,16500000
monolith,19,48,60.7,24.6,55.84180844,37.63627441,28500000
panel,7,14,32.2,8.8,55.59911,37.35495,8200000
monolith,2,18,32.06,10,55.84922802,37.61888596,7700000
monolith,17,31,37.4,6.5,55.71848271,37.42892825,14500000
monolith,14,16,61.5,18.6,55.57571,37.43331,16382937
block,5,12,35,10,55.66065501,37.59592772,12700000
brick,7,12,44.3,12.6,55.82507999,37.52016003,15700000
brick,18,46,39.6,13,55.71992858,37.63913095,20400000
panel,4,16,54,10,55.67307967,37.47614366,17700000
monolith,9,19,40.4,17.9,55.59911,37.35495,9918711
brick,2,5,49.6,7.6,55.79785432,37.48511877,17400000
monolith,14,18,104,14,55.87750826,37.52027112,26000000
monolith,9,18,34.4,9,55.68589297,37.6991884,18950000
panel,10,12,45.6,6.5,55.64866,37.57361998,16000000
panel,8,22,78.3,12,55.75117934,37.41964675,29450000
block,10,16,56,10,55.68146999,37.67444002,18500000
monolith,2,14,80,33,55.57524,37.44965,24900000
monolith,66,78,112.7,5.9,55.75365195,37.54600021,135000000
block,4,12,37.7,6.5,55.74304002,37.48153999,18000000
panel,13,17,75,12,55.81460001,37.83102998,17600000
panel,3,5,31.1,5.1,55.74542999,37.75712004,11000000
brick,2,10,45,10,55.76339002,37.60570004,24400000
brick,3,5,52.6,9.1,55.63905,37.70036,13900000
monolith,15,21,73,13,55.70857178,37.5029491,37700000
monolithBrick,9,20,41.2,15.6,55.75829954,37.50844125,21576728
brick,8,28,43.1,12.2,55.75706998,37.51166003,18990000
monolith,4,17,44.5,11.8,55.67095592,37.71796763,15000000
panel,4,16,51,13.5,55.69694738,37.63378209,21500000
monolith,8,23,71,25,55.77252441,37.42756414,43000000
monolith,43,47,37.4,8.4,55.66667,37.75,13313982
panel,1,9,127,50,55.74920072,37.60859181,127000000
panel,1,9,27.2,6.3,55.68015001,37.72088004,6600000
brick,4,8,62.2,9,55.79587002,37.48164996,20290000
monolith,9,9,53.94,13.4,55.57524,37.44965,11714160
monolith,13,22,97.7,14.5,55.82357,37.44621,53949940
monolith,35,41,76,19.6,55.7589944,37.52258375,34382000
panel,14,14,36,6.7,55.57524,37.44965,8340401
panel,9,9,33,6,55.47130001,37.29703,7500000
panel,3,14,38.9,8.6,55.87359842,37.56896637,10500000
monolith,1,20,61.19,20.2,55.70347,37.63744,27890000
monolith,17,18,49.2,12.8,55.57524,37.44965,12655427
panel,4,17,76,12.7,55.66334477,37.74425946,24500000
monolith,11,33,36,17.2,55.7239146,37.71478178,14500000
brick,14,18,103.6,14.2,55.73477771,37.70687451,32900000
monolith,9,20,34,10,55.64885001,37.38148002,12500000
panel,13,17,65,13,55.64025999,37.30916004,16000000
block,3,9,38,6,55.72207,37.65984001,14900000
monolith,13,17,42.2,16,55.97006001,37.16406166,12000000
monolith,10,19,77.11,7,55.61667,37.6,39095010
monolith,7,23,39.7,14.4,55.57524,37.44965,7450000
panel,13,16,37.8,8.4,55.64273998,37.71633998,10700000
panel,10,14,37.8,8,55.63657,37.3522,10300000
brick,5,9,37.8,7.5,55.66989,37.66062,10200000
brick,3,9,50,8.2,55.79949748,37.544755,18500000
monolith,16,19,81.6,25.1,55.72417998,37.73281998,33000000
monolith,4,31,37.4,6.5,55.71848271,37.42892825,22750000
monolith,6,17,110,11,55.80116998,37.71704004,45000000
block,10,17,31.4,8.8,55.59911,37.35495,7900000
monolith,4,12,62.4,6.6,55.80851001,37.39232,16300000
brick,12,17,102,9.8,55.60741781,37.6494778,35500000
brick,5,8,85,9,55.68887,37.52916999,35500000
monolith,3,3,58,17.4,55.57524,37.44965,11800000
monolithBrick,7,29,60.1,11.1,55.67401321,37.62719269,31161850
monolith,1,19,70,15,55.67882001,37.64878,18500000
panel,4,5,32.3,6,55.66725,37.54965,11800000
panel,7,9,44,7,55.75602086,37.83957606,13200000
monolith,20,21,45.6,5.7,55.59768,37.67118,15037920
monolith,24,24,65.1,20.4,55.75696,37.61502,31302033
brick,3,19,116,10,55.77756,37.50317997,38500000
brick,8,8,33,5.8,55.74053001,37.49795997,13900000
block,10,12,40,7.2,55.74493998,37.81746002,10290000
panel,4,9,32.8,6,55.62676066,37.51371129,9500000
monolith,10,19,151.4,17,55.61667,37.6,80658600
monolith,50,55,42.64,16.5,55.79743002,37.61488007,28000000
monolith,6,24,42.2,10.9,55.59195001,37.60171997,13600000
panel,6,17,53.9,9,55.85606001,37.34361997,14199000
monolith,2,14,41.7,17.7,55.57524,37.44965,10649620
monolith,5,15,44,10,55.55384001,37.46374999,13300000
monolith,15,17,81.3,10,55.81594481,37.39348827,21500000
panel,5,12,46,7,55.67483002,37.76724999,12200000
monolith,17,25,65,9.3,55.71497741,37.75076425,20500000
monolith,4,19,52.8,10.7,55.59911,37.35495,10391970
panel,11,14,55.6,12,55.67669,37.44642996,19500000
monolith,6,18,159,13.5,55.67101071,37.56473237,68000000
monolith,14,21,34,9.5,55.57524,37.44965,9895333
block,8,14,35,9,55.83122835,37.50484179,10500000
block,2,8,70,11.9,55.89625999,37.39628003,22500000
block,1,4,37,11,55.48761,37.27764,5800000
monolith,19,35,45.4,15.7,55.80364,37.63022004,19900000
block,9,9,33,6,55.69449677,37.81170161,8999999
brick,4,7,130,12,55.77265368,37.58951356,51000000
monolith,10,15,110,3,55.70857178,37.5029491,64000000
brick,17,18,33.4,9.3,55.59911,37.35495,8600000
monolith,4,14,43.1,7,55.70833733,37.49075309,25650000
brick,4,9,31,6,55.85066998,37.43959997,11500000
monolith,7,29,76.2,11.8,55.843122,37.6365065,33700000
block,4,9,37,7.5,55.75637998,37.77794002,13000000
block,4,12,45,6,55.79706254,37.76925722,12300000
monolith,2,14,41.5,20.3,55.59911,37.35495,11227090
panel,16,17,71.4,10,55.74325509,37.87340996,18300000
brick,3,9,49.1,9.5,55.75786999,37.57387998,27300000
brick,6,7,57,10,55.72114148,37.62493919,34700000
monolith,9,14,96,14,55.31596998,37.18279002,16900000
monolith,11,13,45.1,22.6,55.70833733,37.49075309,31760000
monolith,9,13,34,10,55.71325999,37.62448002,17300000
monolith,22,34,70,14,55.80729949,37.5437729,29999999
monolith,1,3,50,15,55.57524,37.44965,11800000
block,3,4,51,7.7,55.79586105,37.68363069,21990000
panel,6,9,52,6,55.62599998,37.71265002,12700000
monolith,2,19,76.4,10,55.67882001,37.64878,26500000
panel,18,22,57.9,10.2,55.97439002,37.15067164,16400000
panel,4,9,52,6,55.89500676,37.53657653,12000000
monolith,6,9,75.2,24.8,55.6276,37.34305997,23500000
monolith,29,32,76.5,20.9,55.7503,37.46887,43826850
panel,8,16,53.8,8.5,55.66471514,37.75341571,15200000
monolithBrick,11,18,43.7,14.8,55.75829954,37.50844125,24677695
block,10,14,26.8,6,55.99520951,37.25474841,7450000
monolith,3,6,49,20,55.73712,37.58365999,68000000
panel,10,17,59.8,9,55.85828208,37.4857283,15600000
brick,4,5,73,7.5,55.71592,37.73211,21499000
block,14,14,35.4,9.8,55.68616575,37.59300347,13900000
monolith,19,29,67.7,16,55.66268798,37.55361171,22408700
monolith,15,23,120,22.3,55.68222485,37.53658534,54000000
monolith,18,19,41.5,14.2,55.79128998,37.47786933,26352500
monolith,10,14,46.9,3.5,55.71125001,37.43302998,19750000
panel,11,12,63,6,55.60116,37.66674996,12000000
panel,9,17,39.5,9.7,55.59855,37.36202001,8900000
monolith,4,11,38.2,9,55.78491999,37.65662001,16700000
block,4,14,39.1,6,55.99226589,37.22654676,10500000
panel,6,9,32.5,6,55.80623999,37.75894,8500000
panel,11,17,37.5,7.4,55.69756002,37.92418,9250000
monolith,7,11,114.99,15,55.72604998,37.57072001,137000000
panel,15,17,52,11,55.87101,37.6175,16400000
monolith,12,20,55.45,17.6,55.92480567,37.52886511,14694250
brick,5,7,70,10.4,55.77213,37.59188004,40000000
monolith,18,25,142.6,27,55.83711768,37.44420018,48800000
monolith,13,13,84,16,55.71471324,37.47422664,53500000
monolith,16,22,38.3,14.5,55.70173,37.71229,16990000
monolith,20,24,41,12,55.63521999,37.33058996,13500000
monolith,5,16,37.1,10.9,55.57524,37.44965,11559470
monolith,2,32,96.5,38.1,55.75981702,37.51749183,34617545
monolith,3,29,47.4,10,55.64667998,37.47966999,18500000
panel,2,17,76,10.4,55.65924382,37.60143395,26000000
panel,6,8,29.4,5.5,55.81256141,37.62651587,14500000
block,8,9,31.5,5.2,55.69733911,37.76070184,8500000
monolith,8,32,32.5,13,55.75981702,37.51749183,17500000
monolith,13,16,61.8,19.6,55.57524,37.44965,19601291
monolithBrick,11,14,73.2,22,55.69839743,37.63512133,41320668
monolith,5,24,86.5,9.5,55.72453998,37.64637004,47000000
monolith,3,31,56,20.8,55.75210999,37.76180996,18136248
panel,6,9,33.2,10,55.80471,37.542,13450000
monolithBrick,5,48,60,12,55.88706,37.57908,27200000
brick,9,12,55.4,9,55.75072002,37.71952997,17800000
monolith,3,15,68.6,3.6,55.8013056,37.56393161,26493320
monolith,22,23,43,10,55.59633001,37.59947002,20500000
monolith,7,15,35.4,9.9,55.57524,37.44965,8400000
block,2,14,34.9,9.6,55.87544497,37.55769927,10790000
monolithBrick,3,25,37.6,7.2,55.81098053,37.76249344,12500000
monolith,16,19,66.3,12,55.81344,37.47879,29000000
monolith,17,28,53,2.8,55.76867005,37.50639974,21745900
panel,2,9,60.6,9,55.81966,37.83275003,13100000
monolith,18,32,38.4,19.1,55.75472,37.49196,15888384
brick,3,8,45.9,14.4,55.67949999,37.53498996,25000000
monolith,16,17,56.9,9.9,55.88454637,37.52041778,16500000
brick,1,5,43,6,55.80088998,37.70399,11900000
monolith,16,16,42.09,5.8,55.57524,37.44965,10535644
monolithBrick,4,13,34,11.9,55.5177641,37.35642837,10774000
panel,2,8,36,17,55.69694738,37.63378209,17500000
panel,11,16,53.5,10,55.64409641,37.39975873,16700000
block,12,16,64,9,55.81002999,37.80613003,16400000
monolith,29,49,82,8,55.78166255,37.46110397,44500000
panel,5,9,65,6,55.61531,37.59025998,17900000
panel,1,24,39,10,55.75215,37.81628,9600000
brick,8,8,63,9.2,55.68112998,37.52615997,22150000
panel,3,14,43,10,55.77918002,37.72886003,13600000
monolith,5,11,38,17,55.85266999,37.62502996,17750000
monolith,2,18,53,8,55.86331999,37.55516998,17200000
brick,7,7,90,19,55.77905001,37.59964998,41000000
monolith,9,10,34.39,10.6,55.57524,37.44965,8644929
monolith,23,28,38.3,15,55.78053476,37.46966153,21500000
monolithBrick,38,44,86.3,5.3,55.77438,37.47205,46619260
monolithBrick,39,45,135,6.8,55.72714,37.46578,118842343
monolithBrick,15,15,39.98,5.7,55.57524,37.44965,11231110
monolithBrick,9,19,40.08,5.9,55.77244863,37.64631734,25000000
panel,6,17,37.7,8.3,55.88159242,37.68430407,10400000
monolith,5,12,36,7,55.53554001,37.53222997,9200000
monolith,16,16,61.6,18.5,55.57524,37.44965,16834356
monolith,5,5,63,10,55.77523993,37.69109065,28000000
panel,10,16,74.2,10.3,55.596975,37.59668999,20100000
monolith,2,11,129.1,18.2,55.69967978,37.49347854,60300000
monolith,17,28,76,9,55.64667998,37.47966999,30000000
panel,2,17,79,12,55.67277,37.57036,28500000
monolith,30,45,81,10,55.57982001,37.67133998,20000000
panel,2,9,60.5,6,55.62114421,37.75150961,13490000
monolith,2,10,40.53,4.1,55.57524,37.44965,9367510
monolith,11,17,32.33,4.4,55.57524,37.44965,7822123
monolith,15,17,43.55,13.4,55.79651825,37.71553406,23003342
panel,2,17,38,9,55.69945001,37.91690996,9000000
monolith,15,35,61.8,13.1,55.81303,37.64817,20000000
monolith,3,4,38.36,10.5,55.48761,37.27764,5500000
monolith,9,21,46.6,15,55.88159242,37.68430407,11300000
monolith,3,28,45.1,14,55.83785681,37.51318665,16912500
monolith,10,14,32.58,9.9,55.57524,37.44965,8355041
block,9,9,45,6.5,55.75717,37.77492,10950000
brick,2,9,58.8,29,55.72717001,37.58374004,29988000
panel,12,12,39.2,8.6,55.74805974,37.76983857,9500000
panel,11,12,51.4,9,55.77561,37.49674996,16700000
monolith,14,17,111.9,25,55.68353999,37.58017002,34000000
monolith,2,18,58.8,9.8,55.57571,37.43331,14299811
monolith,10,20,38,16,55.81122001,37.52090996,21500000
monolith,7,13,33.2,10.4,55.57524,37.44965,10575462
monolith,13,24,58.6,9.7,55.68202999,37.64523999,21500000
monolith,1,5,34.14,5.8,55.57524,37.44965,8072851
monolith,15,15,137,46.7,55.83333,37.41667,81295800
monolith,16,16,71.9,21.8,55.57524,37.44965,21971705
monolith,3,16,103.4,26.2,55.80317,37.50458,43548657
monolith,20,49,98.3,28.5,55.7503,37.46887,47675500
monolith,14,18,70.2,5.3,55.78174999,37.71955,20985400
panel,3,25,76.1,13.8,55.87692998,37.64407004,21700000
monolith,14,27,75.5,9.5,55.67510496,37.44215537,40000000
monolith,9,17,126.85,18,55.57524,37.44965,17000000
monolith,8,23,41.63,12.1,55.68878002,37.66690997,23040000
monolith,21,25,100,18.8,55.6796663,37.51179196,53000000
block,3,12,63,9.5,55.73506266,37.46080495,21300000
monolith,6,7,85,13,55.77977999,37.82140002,27000000
panel,2,5,31.6,5.3,55.77816909,37.49536147,13250000
panel,2,12,39,7,55.67676793,37.60040786,11700000
monolith,29,32,85.4,32.4,55.81237001,37.59531,27700000
panel,1,5,60,5.8,55.70367001,37.46465004,18700000
panel,2,9,44.5,6.6,55.70859002,37.79433996,12999999
brick,2,3,43,14,55.59911,37.35495,8700000
monolith,16,45,53.2,16,55.85901837,37.55149222,22000000
monolith,12,22,82.8,13.9,55.57524,37.44965,19209600
monolith,6,22,79.5,15.4,55.57524,37.44965,18285000
panel,6,19,40,10,55.70428,37.93738997,12100000
block,11,14,64.6,8.9,55.85828208,37.4857283,17000000
block,5,12,63,6.7,55.87293001,37.66454996,18500000
panel,7,9,32.6,6.8,55.68788001,37.73129003,9500000
brick,4,8,65,7.5,55.76536999,37.61040002,58000000
panel,10,17,37.8,7,55.87766,37.63903,10800000
panel,4,14,79.3,12.7,55.70925001,37.88639002,20000000
brick,1,5,56,6,55.71623272,37.61308441,24500000
monolithBrick,24,47,46,15.3,55.64424259,37.5081159,24513400
block,4,9,44.5,6.8,55.69876999,37.49024996,17500000
panel,13,16,40,10,55.7003,37.77168,12300000
panel,3,6,32,7,55.62786998,37.62065997,6200000
monolith,23,27,41,14,55.67310678,37.6162104,19500000
panel,7,9,47.6,6,55.76541999,37.83552,9850000
monolith,5,7,78,15,55.75333241,37.59813231,73850000
monolith,3,21,70,32.6,55.75599362,37.50587366,26900000
block,5,12,34.6,8,55.73487998,37.45872001,13599000
monolith,10,15,57.91,13.7,55.57524,37.44965,13444275
panel,7,10,39,8.5,55.99226589,37.22654676,8600000
brick,10,18,101,15.9,55.8408,37.54849003,31999999
panel,17,17,75,10.2,55.67095592,37.71796763,18900000
brick,5,5,76.1,8.5,55.76383513,37.79139057,21300000
monolith,18,19,72.4,22.3,55.57524,37.44965,16446812
monolith,4,14,75,26.1,55.7503,37.46887,49000000
monolith,22,23,44.4,21,55.87275408,37.59988761,15700000
brick,8,9,47,11,55.70372998,37.66065003,15500000
monolith,11,24,66.8,15.7,55.82357,37.44621,17378006
monolith,28,28,43.2,14.2,55.75622999,37.51331,22900000
monolith,13,14,37.57,7.2,55.57524,37.44965,9648298
block,1,14,34,10,55.68199998,37.72339998,9100000
panel,5,12,40.9,10,55.66106213,37.77852482,9500000
monolithBrick,10,28,82.6,24.8,55.61667,37.6,37799494
panel,5,16,37.4,9,55.70586263,37.80726527,9500000
